timestamp (us),gx (d/s),gy (d/s),gz (d/s)
33170473,-5.43,1.4,-8.85
33176562,-4.64,0.73,-9.09
33182658,-3.97,0.55,-9.09
33188757,-3.42,1.04,-9.16
33195438,-3.11,2.2,-9.34
33201531,-3.05,2.38,-9.22
33208612,-2.75,2.38,-8.97
33214727,-1.22,2.14,-8.73
33220845,-0.49,1.77,-9.03
33227016,0.12,1.34,-9.52
33233198,0.18,0.98,-9.89
33240393,-1.46,0.18,-10.13
33247150,-2.69,0.06,-10.13
33253290,-3.17,0.12,-10.07
33259448,-2.87,0.24,-9.7
33265556,-0.24,0.73,-7.45
33271710,1.16,1.16,-6.1
33278816,2.56,1.65,-5.31
33284980,4.27,2.14,-5.68
33291104,4.33,1.71,-6.35
33298221,4.27,0.98,-7.08
33304345,4.39,0.43,-7.63
33311473,4.94,0.18,-8.06
33317603,4.46,0.49,-8
33323744,3.78,0.85,-7.81
33329889,2.81,1.1,-7.39
33336036,2.26,0.79,-7.02
33342195,1.65,0.18,-6.23
33350342,1.1,-2.14,-3.3
33356490,0.85,-2.99,-2.32
33362649,0.49,-3.66,-2.26
33368815,-0.06,-3.91,-2.81
33374984,-0.43,-4.21,-3.91
33382164,-0.31,-4.52,-4.27
33388340,0.43,-4.94,-4.46
33394520,2.08,-6.35,-4.09
33401682,2.5,-6.84,-3.91
33407852,2.32,-7.39,-3.85
33414039,1.95,-8.18,-3.97
33421332,1.22,-10.38,-4.15
33427206,1.22,-11.23,-4.09
33433085,1.4,-11.96,-4.21
33438972,1.83,-12.76,-4.33
33444857,2.93,-14.22,-4.52
33465929,4.21,-18.01,-3.11
33471887,3.85,-19.29,-2.08
33477712,3.11,-20.14,-1.16
33483536,2.32,-21.12,-0.55
33489364,1.4,-22.03,-0.43
33495200,0.98,-24.66,-1.46
33501881,1.46,-26.06,-2.01
33507716,2.01,-27.22,-2.26
33513556,2.5,-28.32,-2.14
33519980,2.38,-29.17,-1.83
33525814,1.89,-28.75,-1.95
33532518,0.79,-27.59,-2.14
33538370,-0.79,-26.43,-2.08
33544223,-3.11,-25.21,-1.71
33550083,-7.08,-22.64,-0.98
33555947,-7.87,-21.3,-0.85
33561813,-8.18,-20.2,-0.92
33568543,-7.93,-19.04,-0.98
33574992,-7.02,-16.91,-0.61
33580857,-6.41,-15.75,-0.49
33586776,-5.8,-14.47,-0.49
33592660,-5,-13.37,-0.49
33599444,-3.72,-11.11,-0.18
33605326,-3.05,-10.07,-0.06
33611218,-2.2,-9.4,-0.06
33617115,-1.65,-8.73,-0.37
33623051,-1.34,-8.48,-0.43
33629524,-1.83,-8.3,-0.12
33636336,-2.32,-8.06,0
33642241,-2.69,-7.87,0.12
33648148,-3.11,-7.69,0.06
33654103,-3.42,-7.63,0.06
33660019,-2.99,-7.51,-0.18
33666855,-2.69,-7.81,-0.73
33672776,-2.81,-8.12,-1.65
33678737,-2.99,-8.3,-2.81
33685255,-3.11,-7.75,-4.21
33691249,-3.05,-7.51,-4.09
33697261,-3.05,-7.87,-3.6
33704200,-3.48,-8.67,-3.23
33710219,-4.82,-11.41,-3.05
33716238,-5.13,-12.7,-2.99
33722262,-5.31,-13.24,-2.87
33728287,-5.13,-13.31,-2.62
33735257,-4.64,-12.08,-2.44
33741867,-4.21,-11.47,-2.69
33747889,-3.72,-11.05,-2.93
33753886,-3.54,-10.74,-3.05
33759924,-2.99,-10.07,-2.87
33765962,-2.99,-9.89,-2.81
33772954,-3.48,-9.58,-2.87
33779006,-3.97,-9.03,-3.05
33785064,-4.82,-6.84,-3.23
33791122,-5.07,-5.49,-3.3
33797757,-4.82,-4.33,-3.48
33804769,-3.91,-2.14,-3.97
33810836,-3.23,-1.1,-4.03
33816901,-2.56,-0.24,-3.78
33822968,-2.2,0.43,-3.48
33829037,-2.26,0.61,-3.3
33835109,-2.93,1.04,-3.36
33842159,-3.05,1.59,-3.3
33848822,-3.36,2.26,-3.17
33854889,-4.15,3.6,-2.69
33860978,-4.27,4.03,-2.69
33867069,-4.46,4.52,-2.99
33874137,-4.52,4.7,-3.3
33880232,-5.31,4.76,-3.3
33886334,-5.68,4.58,-3.05
33892434,-5.86,4.27,-2.93
33898534,-5.8,3.48,-2.99
33905222,-5.62,1.16,-3.3
33912321,-5.25,0.24,-3.23
33918435,-4.33,-0.67,-3.05
33924548,-2.75,-1.83,-3.17
33930664,-3.11,-2.56,-3.3
33936781,-4.09,-3.85,-3.17
33943901,-5.86,-5.37,-2.93
33950029,-8.79,-8.54,-2.26
33956746,-9.4,-10.07,-2.01
33962870,-9.52,-11.66,-2.08
33969013,-9.16,-13.12,-2.38
33975165,-8,-14.4,-2.99
33982320,-7.2,-14.28,-3.05
33988466,-6.47,-13.92,-2.99
33994617,-6.41,-12.57,-3.11
34000772,-6.59,-11.96,-3.3
34007918,-6.59,-11.72,-3.23
34015083,-5.8,-10.93,-2.69
34021256,-5.19,-10.25,-2.44
34027424,-5.07,-9.46,-2.44
34033593,-5,-9.16,-2.56
34039761,-5.8,-9.58,-2.56
34045939,-5.92,-9.58,-2.14
34053131,-5.68,-9.4,-1.4
34059894,-5.86,-8.91,-0.92
34066067,-6.96,-8.73,-0.98
34072264,-8.48,-8.3,-0.92
34078456,-9.58,-7.93,-0.61
34085679,-10.86,-6.96,0.18
34091883,-11.72,-6.59,0.24
34098044,-12.88,-6.41,0.24
34104257,-14.34,-6.41,0.37
34111062,-17.4,-6.53,1.1
34116880,-18.55,-6.59,1.1
34124160,-18.8,-6.65,0.79
34129990,-17.4,-7.08,-0.06
34135816,-16.11,-7.08,-0.37
34141653,-14.77,-6.84,-0.37
34147488,-13.61,-6.35,-0.18
34154774,-11.17,-5.68,0.24
34160614,-9.34,-5.68,0.43
34167447,-7.26,-5.68,0.67
34173281,-5.07,-5.68,1.04
34179135,-2.87,-5.19,0.98
34184995,1.77,-3.6,-0.12
34192323,3.91,-3.17,-0.49
34198182,5.31,-3.05,-0.73
34204045,6.16,-3.17,-0.79
34209915,4.58,-3.85,-0.98
34215786,2.81,-4.27,-0.98
34224121,1.04,-4.39,-1.04
34229991,-0.55,-3.66,-0.85
34235877,-0.55,-3.05,-0.73
34241757,-0.55,-2.14,-0.79
34256278,0.24,0.49,-0.98
34262181,0.92,0.79,-0.98
34268962,1.28,0.92,-0.85
34275447,1.34,1.22,-0.55
34281336,0.73,1.4,-0.73
34287251,0.18,1.04,-0.92
34293169,-0.24,0.55,-1.04
34299086,-0.12,0,-0.79
34305892,0.31,-0.06,-0.24
34311810,0.31,-0.18,-0.31
34317737,0.18,-0.67,-0.61
34323665,0.12,-1.34,-1.16
34330178,-1.53,-2.32,-3.17
34337007,-2.99,-2.32,-4.7
34342947,-3.91,-2.38,-6.04
34348885,-4.46,-2.5,-6.53
34354823,-3.72,-2.14,-4.7
34360767,-3.11,-1.16,-3.54
34366706,-2.44,-0.06,-2.87
34373556,-2.14,1.16,-3.05
34379510,-2.5,2.26,-4.03
34386041,-2.44,2.32,-4.15
34391983,-2.08,2.32,-4.03
34397950,-1.71,2.2,-3.85
34404816,-1.95,1.83,-3.66
34410785,-2.08,1.53,-3.66
34416752,-2.08,1.16,-3.66
34422722,-1.53,0.98,-3.42
34428697,-0.85,0.85,-3.11
34434674,0.12,0.98,-2.87
34442560,-0.06,1.04,-2.99
34448536,-0.18,1.22,-3.05
34454525,-0.12,2.2,-3.11
34460514,0.06,2.69,-3.11
34466505,-0.12,3.11,-3.36
34473425,-0.37,3.42,-3.54
34479426,-1.22,4.46,-3.97
34485433,-1.46,4.76,-3.78
34491439,-2.01,4.94,-3.3
34498028,-2.14,5,-2.87
34504034,-2.2,5.25,-2.62
34510993,-1.53,5.13,-2.62
34517020,-1.22,4.64,-2.56
34523051,-1.04,3.97,-1.95
34529086,-1.16,3.36,-1.34
34535125,-2.26,2.62,-0.55
34542199,-2.62,2.56,-0.79
34549318,-2.44,1.65,-1.28
34555437,-2.5,0.85,-1.22
34561572,-2.81,0.06,-1.04
34567710,-3.36,-0.43,-1.22
34573852,-3.85,-1.1,-1.46
34586238,-3.6,-3.78,-1.89
34592456,-3.05,-4.64,-1.46
34598524,-2.38,-5.43,-1.1
34605176,-1.83,-5.98,-0.79
34611239,-1.77,-5.92,-0.55
34618289,-1.71,-5.8,-0.37
34624373,-1.16,-6.16,0
34630455,-0.98,-6.35,0.06
34636543,-1.28,-6.53,0.06
34642631,-1.77,-6.35,0.31
34648726,-1.89,-6.1,0.43
34656785,-1.04,-5.13,0.31
34662964,-0.31,-4.76,0.12
34668847,0,-4.64,-0.24
34674725,-0.85,-3.91,-0.92
34680606,-1.16,-2.93,-1.1
34686495,-0.85,-1.59,-1.22
34692392,0,-0.43,-1.16
34698280,1.1,0.67,-1.04
34704177,2.14,1.59,-1.04
34711065,3.85,3.36,-1.4
34716965,4.33,4.09,-1.4
34724361,5.31,5.25,-0.79
34730272,6.29,6.04,-0.73
34736085,8.18,7.02,-0.92
34741908,10.62,8.24,-1.4
34747726,13.43,9.22,-1.77
34758394,17.58,10.56,-2.01
34766638,20.32,10.56,-2.32
34772463,21.36,9.95,-2.99
34778656,22.22,9.22,-3.72
34784859,24.78,7.93,-4.7
34791066,26.98,7.81,-5
34798295,29.66,7.81,-5.19
34804504,33.57,7.51,-5.92
34810706,34.55,7.02,-6.35
34817905,34.55,6.65,-6.65
34823709,34.18,6.04,-6.71
34829520,32.35,5.37,-6.1
34836775,31.01,5,-5.86
34842595,29.66,4.21,-5.68
34848420,27.95,3.42,-5.62
34854243,25.15,1.46,-5.13
34860074,24.23,0.61,-4.58
34867364,23.19,0.06,-4.15
34874184,22.4,-0.24,-3.78
34880019,20.51,-0.67,-3.91
34885864,19.84,-0.98,-4.03
34891706,19.47,-1.28,-3.91
34897548,18.92,-1.28,-3.54
34904865,17.27,-1.1,-3.36
34910720,16.54,-1.1,-3.6
34916570,15.93,-1.16,-3.85
34922432,15.75,-1.59,-3.78
34929277,14.71,-2.99,-2.93
34936602,13.61,-3.6,-2.62
34942470,12.33,-3.97,-2.56
34948493,10.56,-4.39,-2.5
34954520,6.35,-6.35,-1.65
34960543,5,-7.75,-1.16
34966577,4.52,-8.97,-0.92
34974171,4.82,-9.95,-0.79
34981202,6.47,-10.68,-0.85
34987247,6.84,-10.56,-0.98
34993378,6.71,-10.38,-1.1
34999577,5.25,-9.4,-1.65
35007416,4.39,-8.48,-1.83
35013616,3.91,-7.57,-1.65
35019813,3.54,-5.74,-1.04
35026020,3.78,-4.88,-0.85
35033213,4.33,-4.21,-0.67
35039391,4.15,-3.85,-0.43
35047203,3.54,-4.03,-0.24
35062031,3.48,-3.85,0.24
35068223,4.15,-3.42,0.06
35074419,6.1,-1.89,-1.1
35080611,7.08,-1.04,-1.89
35087390,7.57,-0.06,-2.44
35094607,8.06,0.92,-2.38
35100694,8.42,1.04,-2.01
35106844,8.91,1.16,-1.77
35112996,9.52,0.85,-1.53
35119095,10.19,0.24,-1.53
35126166,10.93,-1.95,-1.59
35144678,9.28,-5.86,-2.26
35150836,9.03,-6.59,-2.75
35156653,9.28,-7.02,-3.05
35162470,10.38,-7.26,-3.05
35168302,12.27,-7.14,-2.93
35174991,17.76,-5.98,-2.87
35180843,20.2,-5.19,-2.93
35186691,22.03,-4.39,-3.11
35192551,23.32,-3.42,-3.23
35198991,24.23,-2.44,-3.23
35205712,26.06,-0.67,-3.48
35211574,26.92,-0.12,-3.66
35217442,27.22,0.24,-3.66
35223310,27.04,0.61,-3.48
35229186,27.53,0.85,-3.48
35235075,28.75,0.85,-3.91
35241814,30.21,0.79,-4.46
35247705,31.43,0.79,-5.25
35254175,32.53,1.53,-6.29
35260064,32.65,2.44,-6.23
35265961,33.26,3.48,-5.74
35272747,34.55,4.52,-5.37
35278648,36.07,5.25,-5.43
35284554,37.41,5.43,-6.16
35290464,37.05,4.94,-6.41
35296373,36.13,4.46,-6.41
35302293,34.55,3.91,-6.29
35310078,31.07,2.62,-6.04
35315988,29.42,1.83,-6.04
35321893,28.02,0.98,-5.86
35327800,26.92,0.12,-5.55
35333737,26.12,-0.37,-5.19
35340492,24.29,-0.85,-4.64
35346359,22.64,-1.1,-4.52
35352237,20.94,-1.34,-4.21
35358123,19.59,-1.46,-3.78
35364580,18.62,-0.61,-2.69
35370448,18.68,0.18,-2.2
35377181,18.74,0.79,-2.01
35383079,18.68,0.98,-2.08
35388975,18.25,0.98,-2.2
35394877,16.78,0.67,-1.83
35400776,16.11,0.12,-1.59
35407531,15.63,-0.55,-1.28
35413393,15.01,-0.98,-1.04
35419843,14.65,-0.61,-0.85
35425692,14.77,-0.18,-1.1
35431565,14.71,0.31,-1.46
35437437,14.28,0.61,-1.65
35444173,12.63,0.79,-1.53
35450060,11.78,0.79,-1.34
35455944,11.05,1.1,-1.22
35461838,10.62,1.34,-1.04
35467725,10.5,1.53,-0.79
35475471,11.11,2.2,-0.61
35481463,11.54,2.56,-0.92
35487473,11.66,2.38,-1.4
35493488,11.6,1.83,-1.89
35499505,10.86,0.79,-2.26
35505522,10.62,0.61,-2.2
35512481,10.31,0.12,-2.26
35518533,10.07,-0.43,-2.32
35524562,9.09,-1.34,-2.26
35531182,8.61,-1.22,-1.95
35537215,8.36,-1.22,-1.53
35544216,8.67,-1.89,-0.92
35550267,9.16,-2.38,-0.92
35556318,9.64,-2.62,-1.1
35562372,9.95,-2.69,-1.28
35568427,9.77,-2.93,-1.4
35574485,8.67,-3.54,-1.1
35582485,8.12,-3.42,-0.92
35588544,7.32,-3.23,-0.92
35594618,5.8,-2.81,-1.53
35600692,5.68,-3.23,-1.95
35606769,5.8,-3.6,-2.2
35613808,5.8,-3.36,-2.32
35619891,4.46,-0.24,-2.14
35625975,3.66,1.65,-1.89
35632066,3.54,3.66,-1.53
35638736,4.09,5.49,-1.1
35644816,5.74,9.28,-0.37
35651895,5.8,11.29,-0.24
35658000,5.37,13.12,-0.12
35664105,3.36,15.93,0.49
35670217,2.01,16.78,1.16
35676334,0.43,17.58,1.77
35683512,-1.4,18.49,2.08
35690292,-4.7,20.57,1.89
35696490,-5.13,21.24,1.89
35702700,-4.82,21.79,1.89
35708913,-3.97,22.16,2.08
35714720,-3.05,22.71,1.65
35727333,-2.93,22.95,-0.18
35733623,-2.87,22.83,-0.67
35739778,-2.2,22.34,-0.43
35746505,-1.46,22.52,0.06
35752643,-0.61,23.01,0.55
35759806,1.53,22.95,1.4
35765968,2.62,21.79,1.83
35772131,3.17,20.2,2.32
35778300,3.05,18.43,2.5
35784470,0.73,15.2,1.34
35790640,-1.22,13.92,0.37
35798811,-3.17,12.82,-0.43
35804977,-5.37,11.11,-0.85
35811163,-5.92,10.74,-0.61
35817353,-6.47,10.99,-0.31
35823544,-7.14,11.6,-0.06
35830748,-8.97,12.51,0.55
35836944,-10.38,12.21,1.16
35843140,-12.33,11.78,1.95
35849928,-17.15,10.8,3.78
35856118,-19.29,10.25,4.09
35863361,-20.75,9.58,3.91
35869166,-23.01,8.48,3.91
35874978,-24.05,8.12,4.46
35880792,-24.72,7.87,4.94
35886603,-24.72,7.51,5.07
35892417,-23.8,6.77,4.82
35899675,-20.45,4.94,4.03
35906481,-19.17,4.09,3.66
35912298,-18.49,3.3,3.3
35918130,-18.62,2.69,2.93
35923967,-19.23,2.32,2.56
35939558,-17.7,3.54,2.01
35945405,-16.11,3.91,2.44
35951256,-14.53,4.21,2.99
35957689,-12.94,4.52,3.17
35963535,-11.54,5,3.11
35969399,-10.38,5.19,2.81
35976119,-10.68,4.82,2.62
35981985,-10.99,4.46,2.32
35987862,-11.05,4.15,1.89
35993738,-10.93,3.78,1.59
35999614,-9.95,2.56,1.53
36005488,-9.09,2.08,1.65
36013216,-8.24,1.65,1.65
36019093,-7.57,-0.12,1.53
36024982,-7.26,-1.34,1.4
36030876,-6.96,-2.62,1.1
36036770,-6.53,-3.66,0.79
36043537,-6.29,-4.27,0.55
36049439,-7.2,-4.64,-0.06
36055340,-8.12,-4.52,-0.37
36061257,-8.79,-3.91,-0.43
36067744,-9.16,-2.93,-0.31
36074535,-9.64,-0.49,0.24
36080451,-9.7,0.67,0.24
36086363,-9.52,1.59,0.06
36092283,-9.16,2.26,-0.12
36098212,-8.79,2.44,-0.12
36104148,-8.79,2.14,-0.06
36110973,-8.91,1.77,-0.12
36116912,-8.97,1.46,-0.43
36123433,-8.79,1.4,-0.73
36129356,-8,1.59,-0.73
36135304,-7.75,1.77,-0.43
36142155,-7.93,2.14,-0.18
36148113,-8,2.5,-0.31
36154073,-7.32,3.17,-1.53
36160029,-6.71,3.23,-2.32
36165990,-6.41,3.3,-2.93
36171953,-6.53,3.42,-3.3
36180080,-6.47,4.27,-3.66
36186224,-6.29,4.64,-3.85
36192364,-6.1,4.52,-4.03
36198503,-6.04,4.39,-3.85
36204662,-5.43,4.33,-3.17
36211849,-5.19,4.46,-2.99
36218016,-4.82,4.76,-2.99
36224191,-3.97,4.76,-3.36
36231358,-3.36,4.21,-3.05
36237520,-2.62,3.3,-2.2
36243677,-1.89,2.38,-1.16
36250866,-0.73,1.46,-0.31
36257060,-0.31,1.4,-0.67
36263251,-0.18,1.22,-1.16
36269447,1.4,0.61,-1.71
36275640,2.62,0.37,-1.83
36283863,3.42,0.49,-2.01
36290048,3.42,1.65,-2.14
36295855,2.69,2.38,-2.08
36302066,1.83,2.81,-1.83
36307871,1.28,3.05,-1.53
36313676,1.04,2.99,-1.16
36320934,0.79,2.87,-1.28
36326747,0.37,2.69,-1.59
36332560,-0.43,2.38,-1.95
36339367,-3.54,1.53,-2.26
36345186,-5.68,0.79,-2.38
36351019,-8.06,0.31,-2.75
36358304,-10.31,-0.12,-3.11
36364137,-14.22,-1.71,-2.87
36369966,-15.99,-2.81,-2.56
36375805,-17.58,-3.78,-2.5
36381654,-18.8,-4.46,-2.62
36388859,-19.71,-4.58,-2.87
36395638,-19.53,-3.05,-2.93
36401837,-18.62,-2.08,-2.44
36408048,-17.58,-1.22,-1.71
36414221,-16.3,-0.73,-1.53
36421405,-16.17,-0.98,-2.56
36427574,-16.17,-1.46,-3.97
36433749,-15.93,-2.14,-5.13
36439941,-15.01,-3.78,-5.19
36446696,-14.47,-4.21,-4.7
36452868,-13.85,-4.33,-4.7
36460087,-13.31,-4.82,-5.92
36466284,-13.37,-5.07,-6.96
36472477,-13.18,-4.82,-8.18
36478686,-12.63,-4.39,-9.58
36484885,-10.62,-3.54,-11.11
36492131,-9.58,-3.11,-10.86
36498935,-9.28,-2.56,-10.56
36504738,-11.66,-1.53,-10.56
36510547,-13.73,-1.71,-10.8
36516371,-15.56,-2.38,-11.17
36523633,-16.42,-3.23,-11.54
36529462,-14.95,-4.39,-12.76
36535289,-13.67,-4.52,-13.43
36541123,-12.7,-4.21,-13.98
36546964,-11.96,-3.91,-14.47
36553792,-11.78,-3.6,-15.08
36561081,-13.06,-3.85,-16.48
36566932,-13.73,-4.03,-16.78
36572776,-13.67,-4.03,-16.72
36578628,-13.24,-3.78,-16.6
36584481,-12.51,-3.42,-16.42
36591794,-12.51,-3.48,-16.42
36597653,-12.7,-3.54,-16.3
36603515,-12.88,-3.3,-16.11
36610358,-12.94,-1.95,-15.81
36616214,-12.94,-1.53,-15.81
36623549,-12.76,-1.4,-15.93
36629421,-11.11,-1.65,-16.24
36635298,-10.31,-1.89,-16.17
36641177,-9.83,-1.83,-15.5
36647059,-9.52,-1.59,-14.59
36652946,-9.03,-0.85,-13.92
36660310,-5.86,0.24,-12.76
36667183,-2.81,0.31,-11.84
36673065,0.31,0.49,-11.11
36678963,5.37,1.04,-10.31
36684861,7.75,1.1,-9.89
36692240,10.13,0.92,-9.28
36698140,12.27,0.79,-8.61
36704058,15.2,1.16,-7.57
36709971,16.17,1.77,-7.2
36715890,17.4,2.26,-7.02
36722790,19.1,2.38,-6.9
36730205,22.77,1.95,-6.04
36743784,24.41,1.22,-5.62
36749713,23.86,1.22,-6.35
36759394,23.13,1.95,-6.47
36765334,22.64,1.89,-6.04
36772179,22.16,1.53,-5.62
36778710,21.55,1.04,-5.25
36784650,20.08,0.73,-4.88
36790604,19.96,0.92,-4.58
36796561,20.08,1.22,-4.09
36802520,20.08,1.34,-3.54
36809414,19.1,0.79,-3.11
36815375,18.07,0.55,-3.11
36821345,16.91,0.37,-3.05
36827318,15.93,0.18,-2.93
36833873,14.89,-0.18,-2.75
36845664,12.33,-2.56,-2.81
36851677,12.02,-3.05,-2.99
36857551,12.08,-3.23,-3.05
36863425,12.15,-3.23,-2.75
36869297,11.41,-2.75,-1.83
36875182,11.05,-2.32,-1.71
36881927,10.8,-2.08,-1.83
36888394,10.93,-2.5,-2.08
36894265,11.23,-3.91,-2.08
36900166,11.17,-4.03,-1.59
36906067,10.68,-3.85,-1.22
36912841,10.13,-3.54,-1.16
36918741,9.58,-3.11,-1.46
36924644,8.79,-2.69,-1.71
36930553,8.3,-2.75,-1.46
36936465,8,-2.5,-1.16
36942950,7.81,-2.01,-0.98
36949745,8.24,-0.98,-1.04
36955669,8.3,-0.79,-1.16
36961590,8.36,-0.85,-1.22
36967517,8.42,-1.28,-1.22
36973448,8.67,-1.53,-1.28
36980271,8.67,-1.59,-1.46
36986208,8.61,-1.28,-1.53
36992150,8.67,-0.85,-1.53
36998675,9.03,-0.55,-1.53
37004605,9.89,-0.85,-2.01
37010618,10.01,-1.53,-2.5
37017652,9.58,-2.01,-3.3
37023727,8.36,-2.38,-4.03
37029800,5.62,-1.77,-5.07
37035798,4.76,-1.1,-5.25
37041800,4.15,-0.37,-5.31
37049700,3.36,0.73,-4.76
37055694,3.3,1.34,-4.15
37061674,3.48,2.14,-3.6
37067653,3.42,2.69,-3.23
37073634,3.05,2.81,-2.93
37079617,1.95,2.38,-3.05
37086528,1.95,1.95,-3.05
37092524,2.44,1.46,-2.81
37098512,2.87,1.04,-2.32
37105089,3.11,0.49,-1.83
37111078,3.48,-0.18,-2.01
37118013,4.27,-1.1,-2.2
37124018,5.62,-2.5,-1.83
37130031,5.68,-2.69,-1.53
37136048,5.13,-2.69,-1.53
37142064,4.46,-2.56,-1.95
37148093,3.48,-2.56,-2.44
37155063,2.08,-2.56,-2.44
37161664,1.59,-2.69,-1.89
37167683,1.34,-2.69,-1.28
37173737,1.53,-2.32,-0.67
37179786,2.87,-0.92,-0.06
37186797,3.78,0.06,0.06
37192860,4.82,1.16,-0.06
37198925,6.16,2.32,-0.24
37204992,5.92,2.56,-0.12
37211064,5.13,2.87,0
37217717,4.39,3.54,0.12
37224744,3.78,5.62,-0.24
37230821,3.42,6.71,-0.49
37236898,2.69,7.93,-0.61
37242985,2.14,8.91,-0.43
37249067,3.05,11.72,-0.67
37255164,4.88,13.49,-1.22
37262232,7.2,15.01,-1.77
37268910,10.13,17.76,-2.26
37274998,9.7,19.04,-2.26
37281105,8.54,20.39,-2.14
37287214,7.93,21.73,-1.89
37294310,9.03,24.41,-0.92
37300425,10.13,26.18,-0.31
37306535,11.05,28.2,0
37312671,11.9,30.52,0
37318806,12.63,32.65,-0.37
37325525,13.24,36.01,-0.49
37331677,12.88,37.35,-0.06
37337834,12.33,38.82,0.31
37343986,10.86,40.65,0
37350146,9.77,40.65,-0.55
37356310,8.54,40.16,-0.79
37363467,7.32,39.31,-0.73
37369630,5.98,37.41,-0.18
37376784,5.86,36.13,-0.18
37382943,5.86,34.3,-0.37
37389123,5.62,30.03,-0.92
37396296,5.55,28.08,-0.73
37402439,6.1,26.31,-0.12
37408622,6.71,25.15,0.79
37414779,8.42,24.05,2.08
37420934,8.85,23.74,1.95
37428081,8.67,23.19,1.34
37435238,6.65,21.12,0.37
37441404,5.25,19.9,0.37
37447564,4.33,18.92,0.61
37453738,3.66,18.62,0.79
37459911,4.15,18.86,0.61
37467099,5,18.74,0.61
37473278,5.92,18.13,0.67
37480043,6.71,15.26,1.1
37486217,6.1,13.49,1.22
37492411,5.31,11.84,1.04
37498594,5.19,9.95,0.67
37505802,6.04,5.31,-0.31
37511998,6.47,2.93,-0.98
37518199,6.35,0.92,-1.65
37524408,4.76,-2.01,-2.56
37531191,4.21,-2.75,-2.5
37546563,4.94,-3.78,-0.73
37552378,5.19,-4.27,-0.67
37558201,4.64,-5.19,-0.98
37564030,2.01,-8.42,-1.59
37569856,0.18,-10.38,-1.46
37575689,-1.89,-12.39,-0.98
37583360,-4.7,-14.28,-0.43
37589194,-11.17,-17.4,0.43
37595045,-14.59,-18.8,0.79
37600901,-18.13,-20.26,1.22
37606758,-20.94,-21.97,1.65
37613466,-23.13,-23.38,1.89
37619311,-25.09,-25.39,1.83
37625179,-25.15,-25.88,1.53
37631053,-24.66,-25.88,1.1
37637501,-24.17,-25.57,0.31
37644228,-24.05,-24.17,-1.83
37650112,-24.35,-23.19,-2.62
37655988,-24.29,-22.16,-2.99
37661877,-23.5,-20.75,-3.23
37667762,-21.97,-19.17,-3.54
37673651,-20.39,-17.15,-4.39
37680409,-17.76,-13.24,-6.65
37686304,-16.78,-11.54,-7.14
37692782,-15.87,-10.01,-6.9
37698668,-15.38,-8.67,-6.23
37704580,-14.83,-6.71,-4.82
37711356,-14.59,-5.74,-4.58
37717267,-13.92,-4.64,-4.7
37723185,-12.82,-3.36,-5.19
37729109,-8.54,-0.31,-6.47
37735018,-5.98,1.28,-7.02
37741807,-3.36,2.5,-7.57
37748302,-1.04,3.72,-8.3
37754205,3.3,5.68,-9.83
37760134,5,6.29,-10.56
37766066,6.71,6.77,-11.17
37771997,8.3,6.96,-11.66
37778820,12.15,6.96,-12.39
37784795,14.34,7.14,-12.76
37790772,16.85,7.32,-13.12
37796761,19.1,7.32,-13.37
37803325,20.81,7.08,-13.24
37810257,20.69,6.53,-12.57
37816256,19.35,6.41,-12.27
37822249,18.19,6.41,-11.9
37828257,17.15,6.23,-11.35
37834256,15.87,4.94,-9.77
37840259,14.89,4.15,-9.22
37847174,13.24,3.6,-9.03
37853183,11.41,3.36,-9.22
37859772,7.75,2.69,-9.4
37865768,6.23,2.56,-9.22
37871821,5.31,2.5,-9.03
37878825,5.19,2.81,-9.16
37884851,5.49,2.69,-8.97
37890878,5.74,2.32,-8.61
37896941,5.8,1.89,-8.06
37902973,5.55,1.77,-7.51
37909007,5.43,1.46,-6.65
37915722,5.49,1.16,-6.53
37921869,5.31,0.79,-6.84
37928030,4.82,0.67,-7.26
37934198,2.93,0.98,-7.87
37940341,2.14,1.59,-7.81
37952843,2.14,3.42,-7.26
37959058,4.58,5.68,-7.51
37965134,6.23,6.53,-7.69
37971784,7.26,6.96,-7.63
37977843,8,7.2,-7.57
37983920,7.2,6.9,-7.75
37990984,5.98,6.9,-7.87
37997066,4.82,7.08,-7.75
38003159,4.03,7.45,-7.51
38009287,3.05,7.93,-7.26
38015379,2.32,8,-7.57
38023484,1.71,7.93,-7.93
38029565,0.73,8.48,-8.42
38035708,0.24,9.4,-8.54
38041804,0,10.74,-8.36
38047949,-0.06,12.88,-8.06
38055059,1.1,16.48,-6.84
38061175,2.14,16.91,-6.23
38067336,3.05,16.66,-5.74
38073456,3.97,16.24,-5.25
38080160,4.52,16.24,-4.64
38086277,4.21,16.54,-4.58
38093420,4.09,16.72,-4.52
38099550,4.03,16.3,-4.33
38105723,4.09,15.81,-4.33
38111864,3.97,15.38,-4.33
38118006,3.66,14.95,-4.46
38125135,2.56,13.79,-4.88
38131867,2.32,13.18,-5
38138006,2.62,12.57,-5.07
38144168,2.99,11.54,-5.49
38150332,2.56,10.93,-5.68
38156490,1.77,10.19,-5.68
38163672,1.22,9.4,-5.37
38169840,0.73,8.24,-4.64
38176011,0.55,7.81,-4.39
38183173,0.24,7.57,-4.46
38189340,-0.18,6.84,-4.64
38196558,-0.37,6.47,-4.58
38202383,-0.24,6.16,-4.33
38208210,-0.12,5.86,-4.15
38214044,0.92,4.7,-3.48
